id,name,url,city,zip_code,biz_rating,categories,price,hours_open
WAKwis2gWtNjRqFGkgwORw,AnnaLena,https://www.yelp.com/biz/annalena-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6J 5B8,4.5,"[{'alias': 'newcanadian', 'title': 'Canadian (New)'}, {'alias': 'diners', 'title': 'Diners'}, {'alias': 'bars', 'title': 'Bars'}]",$$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
gV9lrbWr1CE1Jl0E58UO2g,Minami,https://www.yelp.com/biz/minami-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6B 2T9,4.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",$$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
xYDUAD4JGLVnQUB2i8njBA,Rodney's Oyster House,https://www.yelp.com/biz/rodneys-oyster-house-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6B 6L2,4.0,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
S6QRnCQVpEqQRyszrF51bw,Ajisai Sushi Bar,https://www.yelp.com/biz/ajisai-sushi-bar-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6M 2B4,4.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1930', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
crM1idgY_glhtxXT5kERNg,Kingyo,https://www.yelp.com/biz/kingyo-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6G 2L9,4.5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
yeNenSjz_HCqngGFU5d8NQ,Phnom Penh,https://www.yelp.com/biz/phnom-penh-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6A 1Z7,4.0,"[{'alias': 'cambodian', 'title': 'Cambodian'}, {'alias': 'vietnamese', 'title': 'Vietnamese'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
umv8zQBbJ5GgRT0qVHIpCg,Suika,https://www.yelp.com/biz/suika-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6J 1X6,4.0,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1500', 'day': 6}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
GmEeIcJ9vR04kxzYgPMEgg,Guu with Garlic,https://www.yelp.com/biz/guu-with-garlic-vancouver-2?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6G 1C7,4.5,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'tapas', 'title': 'Tapas Bars'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 4}, {'is_overnight': False, 'start': '1130', 'end': '0000', 'day': 5}, {'is_overnight': False, 'start': '1130', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
K1nbiOrySlw_-XG-3NmErQ,Manoush'eh,https://www.yelp.com/biz/manousheh-vancouver-4?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6B 2G5,5.0,"[{'alias': 'lebanese', 'title': 'Lebanese'}]",$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
4BPVXTle3SndsKRjj0qMAw,Rain or Shine Ice Cream,https://www.yelp.com/biz/rain-or-shine-ice-cream-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6J 1M6,4.5,"[{'alias': 'icecream', 'title': 'Ice Cream & Frozen Yogurt'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
cD-yIXTipTTN336R5c_MMg,Toshi Sushi,https://www.yelp.com/biz/toshi-sushi-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V5T 4R2,4.0,"[{'alias': 'sushi', 'title': 'Sushi Bars'}, {'alias': 'japanese', 'title': 'Japanese'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '1430', 'day': 5}, {'is_overnight': False, 'start': '1600', 'end': '2000', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
i0xnuLimVcuSoBqO265obA,Hokkaido Ramen Santouka,https://www.yelp.com/biz/hokkaido-ramen-santouka-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6G 1C7,4.0,"[{'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'noodles', 'title': 'Noodles'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
NnaE4IKlc6XdYOUu4IOV5w,49th Parallel Coffee,https://www.yelp.com/biz/49th-parallel-coffee-vancouver-3?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V5T 0C1,4.0,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'donuts', 'title': 'Donuts'}]",$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0700', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
GXLBC072h5vwBBVRT6E15A,The Fish Counter,https://www.yelp.com/biz/the-fish-counter-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V5V 3P2,4.5,"[{'alias': 'fishnchips', 'title': 'Fish & Chips'}, {'alias': 'seafood', 'title': 'Seafood'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
0iEFOEQIvk7RFcOo_jkOGA,Japadog,https://www.yelp.com/biz/japadog-vancouver-16?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6Z 2K6,4.0,"[{'alias': 'hotdog', 'title': 'Hot Dogs'}, {'alias': 'foodstands', 'title': 'Food Stands'}]",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]"
uAROEz8D29elXoNxjnPrkQ,Twisted Fork,https://www.yelp.com/biz/twisted-fork-vancouver?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6B 2J2,4.0,"[{'alias': 'french', 'title': 'French'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",$$,"[{'open': [{'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 3}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1500', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
A-ZcfRRw9ICNUihVa8FpbQ,VanDusen Botanical Garden,https://www.yelp.com/biz/vandusen-botanical-garden-vancouver-2?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V6M 4H1,4.5,"[{'alias': 'gardens', 'title': 'Botanical Gardens'}]",,"[{'open': [{'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0900', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
YKwslU27SRfzgpAPV6UxUg,Trafiq Cafe & Bakery,https://www.yelp.com/biz/trafiq-cafe-and-bakery-vancouver-2?adjust_creative=dE8CBadBHgWyNQKV_BoW7A&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dE8CBadBHgWyNQKV_BoW7A,Vancouver,V5V 3R1,4.5,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'bakeries', 'title': 'Bakeries'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]",$$,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]"
