business_id	user_id	rating	comment	feedback	time_uploaded
VPqWLp9kMiZEbctCebIZUA	xhI05XbkihmVEUu_ClbV1Q	4	I came here to meet with my friend for lunch in January and he had no problem getting a table at 11am before the lunch rush, which was a first for me.  We're both experienced with eating out in town, and knew about the insane lineups that snake around the exterior of the place during breakfast most days. This lineup gets particularly scary looking during tourist seasons like summer and winter, so be sure to get there early and have someone willing to wait in line with you, or just put your name down and take a walk since wait times reach over an hour or two.  But this isn't surprising for an establishment after having won the Best Brunch Accolade in 2017 from the Vancouver Magazine Restaurant Awards.  <br><br>They have plenty of options for patrons to pick from in both sweet and savoury, which have been reduced on their online menu at the time being due to the ongoing COVID situation.  But during regular times, their most popular option that Medina was known for was their liege waffles.  If you want these waffles in a dinner setting, Chambar a few blocks away also serves liege waffles that are similar if not the same.  These do get a little pricey at $3.50 a waffle, the size of your palm, minus the fingers.  Then you also have to think about what sauces you want to go with that, and that's also an additional cost.  However, if you're here for a good time and want to treat yourself, then I would suggest the passionfruit topping or white chocolate pistachio rosewater topping.  They also had the option for a scoop of cardamom ice cream from local favourite, Earnest Ice Cream, a while back, which was a delicious addition to the waffles.<br><br>Waffles aside, my friend and I both got the Wolves Breakfast this time, which is a selection of 5 different meats and sausages with accompanying pickled veggies and purees.  Most of the choices had a spicy kick to them like what you'd find in Chorizo, which is something that I find with most if not all of their savoury choices on the menu, and it may overpower the meal if you're not used to this.  If you're the kind of person who likes to try a bit of everything, then this is the choice for you with all these meats to pick from.<br><br>Being ones not to shy away from day drinking, we got a glass of bubbly and a glass of rosé to pair with our meal.  In the case that you do not drink, either their white chocolate pistachio rosewater hot chocolate or their coffee is a great choice as they use 49th Parallel Beans, which is quite easy to drink, and stays flavourful without random acidic or bitter notes on the palate.<br><br>Our waitress was very polite and came over to check on how the food was partway through the meal so we didn't feel forgotten at all.<br><br>For two drinks, two wolves breakfasts and two waffles with sauce to go, it was around $70.	{'funny': 0, 'useful': 2, 'cool': 0}	4/21/2020
VPqWLp9kMiZEbctCebIZUA	DzcQEhVgW1qE94CUCguofg	5	I am completely shocked at myself that I have never posted a review for Medina Cafe... it's one of my favourite brunch spots in Vancouver. Everytime someone visits from out-of-town, I always have to bring them here! There's a reason (when the restaurant was opened) why there was always a long wait!<br><br>You can't go wrong with anything on their menu. One of my favourites is their Paella. I've also had the Cassoulet, Fricassée, and Saumon Fumé.. all delicious! My go-to drink is their Lavender Latte. It is heavenly! I honestly am not sure that I have ordered any other drink there before. <br><br>Brunch at Medina Cafe isn't complete without their Leige Waffles. They are amazing! They are especially good with their toppings. Some of my favourites are the Milk Chocolate Lavender, White Chocolate Pistachio Rosewater, and Mixed Berry Compote. So good!<br><br>With all the social distancing rules in effect, I was super ecstatic when their waffles became available for order! With ordering the waffles, I also couldn't resist ordering their Lavender Syrup from their online grocery store. I am happy to make my own Lavender Latte anytime I want!	{'funny': 0, 'useful': 1, 'cool': 1}	4/19/2020
VPqWLp9kMiZEbctCebIZUA	jisl95tZ2ia66ON1Qts60Q	5	Great brunch option in Vancouver! We ordered the Liege style waffles (passion fruit & mixed berry), Harissa burger, and wolves breakfast. It was a bit expensive but delicious! My favorite part was the waffles with the toppings - unique, sweet, and tasty. There was a wait when we got there, but if you are visiting the city there are lots of souvenir shops a short walking distance from here.	{'funny': 0, 'useful': 0, 'cool': 0}	4/2/2020
VPqWLp9kMiZEbctCebIZUA	gbXjLgQf6XBywd8DJnBU4Q	5	We have visited Vancouver twice, and both of those visits we have visited Medina Cafe. The waffles are amazing and the dipping sauces way better than simple pancake syrup you get at a place like Dennys or IHOP	{'funny': 0, 'useful': 0, 'cool': 0}	3/24/2020
VPqWLp9kMiZEbctCebIZUA	r5vH6StCHEPsy0BjJ27EPw	3	Medina Cafe was one of the few places left standing during the COVID-19 epidemic during our short few days in Vancouver. I liked that they always kept their instagram updated with hours and take-out options. <br><br>I called in to place a waffle order, and after getting recommendations from the worker, I got three waffles with three different toppings - White Chocolate Rosewater Pistachio, Milk Chocolate Lavender, and Raspberry Caramel. When I went to pay/pick-up the order, I also added on a London Fog.<br><br>The London Fog was a huge disappointment - I didn't taste any Earl Grey, and it basically just tasted like steamed watery milk :( <br><br>The waffles on the other hand made me feel a little about this place. The waffles ($3.50 CAD each), although on the small side, were pretty good. Soft, chewy, and not too sweet. The toppings ($1 each) made them much better - I don't think I could have enjoyed all three waffles just plain. <br>Milk Chocolate Lavender - this was by far my favorite. The lavender flavor wasn't so overpowering that it tasted like soap, and the milk chocolate was super creamy and balanced well.<br>The White Chocolate Rosewater Pistachio was a lot more liquid-y than the milk chocolate, and I could taste much more pistachio than rosewater. <br>Raspberry Caramel - at first it tasted like I was just eating raspberry jam. I had to actually try the topping by itself and concentrate to taste the caramel.	{'funny': 0, 'useful': 0, 'cool': 0}	3/21/2020
VPqWLp9kMiZEbctCebIZUA	wF7XHUit-tS1hdCuIj62Qw	5	Perfect place for brunch. You can't book a table but we just put our names down, went to Starbucks for a coffee and then came back. Didn't have a problem with the wait! Such nice servers and atmosphere. Good for gluten free requests!	{'funny': 0, 'useful': 0, 'cool': 0}	3/10/2020
VPqWLp9kMiZEbctCebIZUA	p_eViZiZwmE7R0FJnsZQDw	5	Went to try the smoked salmon, which is their most popular dish. All of the staffs were polite, friendly and happy. <br><br>I was seated at the bar and my meal was served rather rapidly. The smoked salmon was excellent with a creamy mayo sauce. The bread was well toasted but not crispy, and the arugula balanced everything with his bitter flavor.	{'funny': 0, 'useful': 1, 'cool': 0}	3/10/2020
VPqWLp9kMiZEbctCebIZUA	B4HHq-dKiF6Je71uc8vw0A	5	This spot really set the bar high for our trip to Vancouver. It was out first stop and I was blown away. For starters, the hostess took her time greeting us and had a huge smile. <br><br>We got seated shortly and my day/trip started out by their cappuccino. It was by far my favorite cup in the area. Smooth, beautiful, and rich in flavor. Such a comfort to my soul. <br><br>Lamb Meatball with tomato sauce was delicious. With the bread freshly baked, the acidity of the sauce balanced out with the bread to create a beautiful combination or delight. <br><br>BUT! The best was the Wolves breakfast. It's kind of a sampler of all their meats. Man, each bite was so unique and amazing. I left blown away by the quality and aroma of flavor in each bite. They curated each section with either a sauce or seasoning to bring the most of the meat. <br><br>its a MUST to come back each visit here.	{'funny': 0, 'useful': 0, 'cool': 0}	3/9/2020
VPqWLp9kMiZEbctCebIZUA	6fL1IW07rJEA4S4AcGOGEQ	4	Great brunch restaurant if you want something different and delicious. not your typical american breakfast!! The place is trendy and service was great. <br>Only complaint were the small portions but taste was great. <br>Wait time is a bit over an hour so make sure you get there early.	{'funny': 0, 'useful': 0, 'cool': 0}	3/8/2020
VPqWLp9kMiZEbctCebIZUA	EfXLZ0yHeTLm6h3T6WwSsg	5	This was the first place we tried the Canadian Maple syrup - AMAZING on their Liege Style Waffles! The Canadian Maple syrup is a lot lighter and less viscous than American maple syrup.<br><br>I had the Fricassée Champignon - was a mushroom, egg and cheese heaven and the husband has the Saumon Fumé - smoked fish paradise. Some amazing and different food there. You don't have to be extremely adventurous to like their food (I am not). Also ordered their interesting take to a traditional Mimosa - Mimouna No. 1<br><br>P.S. After the heavy meals, my husband and i just shared one waffle. But it was sooo good, I honestly could have eaten one on my own HAHA	{'funny': 0, 'useful': 0, 'cool': 0}	3/5/2020
VPqWLp9kMiZEbctCebIZUA	25jocOH9L15CSA9n1LItew	5	First time my son and I  eat here.  We waited 45 minutes to be seated but it's worth the wait.  We ordered Saumon Fume, Cassoulet, and Waffle with mixed berry compote.  It didn't disappoint, they were all delicious.  Service was pretty fast and always asking if there's anything we need.  Will definitely come back here when we visit Vancouver again.	{'funny': 0, 'useful': 0, 'cool': 0}	3/4/2020
VPqWLp9kMiZEbctCebIZUA	RP1Iz98GubXN6wMlBkr1tA	5	This place came highly recommended friends. We were there for breakfast. Even on weekday at 9:30 AM there was a 15 minute wait. So plan ahead. Great coffee, excellent food, friendly wait staff  Will certainly recommend to anyone.	{'funny': 0, 'useful': 0, 'cool': 0}	3/3/2020
VPqWLp9kMiZEbctCebIZUA	dqAG-QMRJGlBtB1RebWazg	4	Came here on for a Saturday brunch. Left my name and number; was advised it would be an hour and fifteen minutes wait (accurate). <br><br>The paella breakfast was quite hearty and tasty. Would recommend. Had great service. <br><br>The Belgian waffles were good too. Would have preferred them to be slightly sweeter. <br><br>Would be happy to come back again!	{'funny': 0, 'useful': 0, 'cool': 0}	3/3/2020
VPqWLp9kMiZEbctCebIZUA	K5ke7QqWhDxQIQAQEQzCww	5	Our favorite breakfast spot in Vancouver!! The waffles are delicious and the frittata is so airy and cooked so well. The atmosphere is very bright and charming and all the staff members are incredible. We will definitely be back!	{'funny': 0, 'useful': 0, 'cool': 0}	3/2/2020
VPqWLp9kMiZEbctCebIZUA	Du-5cOij8dvzFKPFtWPklQ	4	Second attempt at trying to eat at this brunch spot and finally was able to after coming close to the time it opened and waiting about thirty minutes. Got the fricasée, which were two sunny eggs, braised short ribs, roasted potatoes, caramel iced onions, smoked cheddar, arugula and grilled focaccia. Really liked the braised short ribs, it was cooked just right, and worked well with the sauce. The dish was very saucy, had a lot leftover when my meal was finished. The highlight was definitely the waffles!! The sauces were rich in flavour, and very different. The waffles were fairly small, but was honestly very light and not overly sweet. I got the white chocolate pistachio rose water sauce with their orange blossom ice cream. So rich and so good! Def recommend to come and try their waffles here! Also be prepared to wait if you want to try this spot out because it can get very busy.	{'funny': 0, 'useful': 0, 'cool': 0}	3/1/2020
VPqWLp9kMiZEbctCebIZUA	ePMPwn3gBPwpYrrgG9RKQw	2	not great food, overpriced in my opinion. long wait times and really not worth the wait imo	{'funny': 0, 'useful': 0, 'cool': 0}	2/26/2020
VPqWLp9kMiZEbctCebIZUA	l10-me5t_i2wZw5y_Bc8gw	5	Life is too short for a bad coffee! They are right! I like their white chocolate rosewater mocha! <br>Le compet is very good, the steak is just perfect. <br>I also tried their waffle with milk chocolate lavender, the sauce is wonderful although the waffle is so-so. <br>Will definitely come back to try other things on the menu.	{'funny': 0, 'useful': 1, 'cool': 0}	2/25/2020
VPqWLp9kMiZEbctCebIZUA	DkvaAV7F4Y_rw040k0XGvQ	5	Anyone that tells you these are the best waffles ever is not over-exaggerating in the slightest. Medina Cafe literally has the best waffles ever. And their main breakfast/brunch dishes are amazing too. I had the Fricassée Champignon, which was a mixture of potatoes and mushrooms in a rich sauce with arugula and two poached eggs on top. It comes with a piece of bread that's perfect for dipping into the left-over sauce from the fricassée. As for the liège style waffles, I originally got one with the white chocolate pistachio rosewater topping. They have a range of very creative and original topping flavours, including raspberry caramel and milk chocolate lavender. The waffle was so good that I got seconds! And I would definitely go back just for the waffles. There is almost always a wait because of the cafe's popularity, so go early and put your name down. They're very organized, however, and will send you text updates if you give them your phone number. I highly recommend this spot to anyone visiting Vancouver.	{'funny': 0, 'useful': 0, 'cool': 0}	2/23/2020
VPqWLp9kMiZEbctCebIZUA	QZlCvZ_23ajNMaKlEc9VQQ	4	Wonderful breakfast this morning. Service was great, and the wait wasn't too bad either. I had heard many good reviews about Medina but finally decided to give it a go today and all I can say is we will be spending many kore Saturday mornings at Medina!	{'funny': 0, 'useful': 2, 'cool': 0}	2/22/2020
VPqWLp9kMiZEbctCebIZUA	0MBNv86wj4v7BdrCPezaSw	3	was there 2 days ago after lining up/putting the name for 1.5 hours, food is ok, nothing really special, we ordered green tea latte, lavender latte, waffles, and rib eye salad with two eggs on top, waffle is good but not as good as the real belgium ones of course. Servers, blah all dirty, touching their ears, face, touching/scratching their hair, yucks, I am very particular when I go to restaurants, I really pay attention to the server's personal hygiene. I lost my appetite after noticing that. Personal hygiene of servers = meh needs a lot of improvements. And please don't talk in front of the foods, that's a no no.	{'funny': 0, 'useful': 0, 'cool': 0}	2/19/2020
VPqWLp9kMiZEbctCebIZUA	2YE6YRPy_PmKh96moolwVA	5	Delicious liege waffle, many dipping selections, nice service.<br><br>There are many waffle shops in downtown area. Heard Medina is super famous but long wait, decided to give a try anyway. Got here around 11am, was told wait time for 2 is about 90 mins. Left  name and phone number, they'll text once table is ready. We toured around the area while waiting. About 70 mins, we walked back, host got us seated at the bar. <br><br>We ordered 2 waffles with 2 dipping sauce, a paella and roasted potato as side. Waitress was pretty nice to ask us if we want waffle first while waiting for paella. The waffle is as hard as I thought it would be, instead it's chewy and creamy. Dipping sauce we got white chocolate rose water and salted caramel. White chocolate dip is great, not too sweet and goes really well with waffles. Husband didn't really like the salted caramel even though that's his favorite thing for all kinds dessert. The caramel taste a bit burnt or something about it doesn't goes well with the waffle. But the waffle was so good I ended up ordering another one.<br><br>As soon as we finished waffle, paella and potato were served. Paella has a bunch of fresh veggie in it which made it quite refreshing. And the sausage used in paella was outstanding. Potato is quite great, it's crispy on the outside and well baked inside. Along with cheese that got baked on top of potato and the dipping sauce make it one of the best breakfast potato I ever had. <br><br>Chatted with the waitress a bit, seems like store is always busy. And they don't take reservations. So if planning to eat here, prepare to wait for 1 hour.	{'funny': 0, 'useful': 0, 'cool': 0}	2/17/2020
VPqWLp9kMiZEbctCebIZUA	Fd79SLgXTMPVK97e6dgmKA	2	Horrible lines to get in. Not worth standing in the cold of Vancouver for 20 minutes. Very pricey for a couple eggs and greens. Service was sub par and dining experience was rushed - i didn't feel like a guest, i felt like a costumer. in my 5 years of working in food service, i know this is not the impression you want to leave as a restaurant. I personally wouldn't go back.	{'funny': 0, 'useful': 0, 'cool': 0}	2/17/2020
VPqWLp9kMiZEbctCebIZUA	s5LtzmLZHZXTCXzm98hogQ	4	One of the better breakfast places in Vancouver. Came at 12:30 pm and sat down fast surprisingly with no wait despite it being very busy. Had the paella and my friend had the fricassee. Paella was good, spicy chorizo, avocodo, egg, and made it a good mix and was a new taste in my books, but I'd try the whole fricassee to myself next time, pork was super tender! The waffles were typical good Belgian waffles, chocolate lavender topping was a good compliment - lavender hints super strong. Would come back, old style feel is gorgeous, service is mediocre but I sat down fast and my food was delish so I don't care much.	{'funny': 0, 'useful': 0, 'cool': 0}	2/12/2020
VPqWLp9kMiZEbctCebIZUA	4CAqn1ssiN-DW2nAyDC-Kw	4	The hostess at Medina told us that we would have to wait about 2 hours for a table, so we went and had a snack at the nearby H mart. We actually only had to wait about an hour before we checked and got a seat (this was Sunday 11-12 too), so we decided to just order their dessert items.<br><br>We got 4 waffles with different dipping sauces (Milk chocolate lavender, salted caramel, mixed berry compote, and creme de fruit de passione) and 2 caneles. The milk chocolate lavender was so good, mostly because it was like fondue, followed closely by the salted caramel. The caneles were lukewarm, and were better when dipped in the sauces.	{'funny': 0, 'useful': 1, 'cool': 1}	2/8/2020
VPqWLp9kMiZEbctCebIZUA	6GBmYB-VVVRFX8eq-_1hDQ	5	Incredible waffles and breakfast foods. Their specialty drinks are also wonderful. I've been to Belgium and these waffles do measure up! Highly recommend this place.	{'funny': 0, 'useful': 0, 'cool': 0}	2/5/2020
VPqWLp9kMiZEbctCebIZUA	BLUCWzydWPGQofFnSCQvag	5	1st time in Vancouver and so impressed that I'm writing in the cafe on my first meal here. Came here on recommendation from our hotel, so glad we gave it no hesitation. Great space and wonderful service. Started off with the waffles..might have to take some to go! Shared the cassoulet and fricassee, served in an iron skillet. Keeping all the flavors nice and hot.  Different for what I normally would have for breakfast so this is a plus for me for its uniqueness. Make sure to add this to your list!	{'funny': 0, 'useful': 0, 'cool': 0}	2/5/2020
VPqWLp9kMiZEbctCebIZUA	ROObcNNGZT8zM09pWHZ_Vw	5	This is my favorite place to bring visitors to for breakfast. The food, coffee, location, and ambiance are all exemplary. It also seems to attract a really interesting clientele; lots of travelers. Yes the wait to get in is long, but use the opportunity to chat with others waiting. So many fascinating people there.	{'funny': 0, 'useful': 0, 'cool': 0}	2/1/2020
VPqWLp9kMiZEbctCebIZUA	C1Z4F_Fk7ijRdPonX6BsIA	5	This place is for all breakfast lovers, waffles from here are a must!! They taste so fresh and there are many different syrups and sides you can get! One of the sides was caramel and another was a berry spread. The waffles come with this delicious powdered sugar drilled on the top which adds to the taste. I got a yummy coffee with my waffles and let me just say, it was the best decision in the cold Vancouver weather. The waffles are pretty tiny so I'd recommend getting 2-3. <br><br>Parking is a little difficult but the place is so worth it. It's so aesthetic on the inside!	{'funny': 0, 'useful': 0, 'cool': 0}	1/30/2020
VPqWLp9kMiZEbctCebIZUA	hsfNySIxpeQ-e9r02cA8mg	5	Waffles from Cafe Medina is the best waffle I've had. I keep on saying this to all my friends and family. BECAUSE it is truly one of the best. Got their Milk Chocolate Lavander dip again and I loveeeeee it. The Lavender flavour sticks to your tongue and it's a weird feeling  but good kind of weird. Got to try a small portion of their Le Complet and the steaks were done perfectly. Would definitely order this agai	{'funny': 0, 'useful': 1, 'cool': 1}	1/29/2020
VPqWLp9kMiZEbctCebIZUA	0IHXx759icfM3JvRUf-ssQ	5	You already know the waffles are a must order...that we ordered twice! Once to start the meal and one to finish :) <br><br>We ordered 4 waffles total with syrup, fricassee (braised short rib), le complet (steak), with two mimosas. <br><br>All the food was great. I was expecting more steak, but the flavors were great. <br><br>We came in during Monday morning around 10am, luckily we were able to get parking right outside (metered) and the wait was only about 10 minutes. After we were seated, there was a large line out the door. Get here as early as possible!<br><br>Will definitely be a must-go. If the line is too long, maybe I'll get some waffles to-go :)	{'funny': 0, 'useful': 0, 'cool': 1}	1/26/2020
VPqWLp9kMiZEbctCebIZUA	KOHvhD69T7rlnK7zKO2wmA	4	"This place is worth the wait !  Even on a Monday morning we had to wait about 40 minutes but they do have a large waiting area in the front. I ordered the paella which was very flavourful and spicy. I had the coffee with bourbon ""spike"" which was  served in a cute little bottle. I also split a waffle with my boyfriend and we opted for the passionfruit cream. Probably the best waffles I've ever had ! Our server was also super nice and helpful - giving us lots of tips and recommendations to explore the city! <br><br>Highly recommend and I definitely would return if I come back to Vancouver."	{'funny': 0, 'useful': 0, 'cool': 0}	1/26/2020
VPqWLp9kMiZEbctCebIZUA	II4Y9HLmRROJUu_R3DHA8Q	5	If you are a breakfast person like I am then you have to try this place! It is worth the wait and the price so just trust me on that one. We arrived quite early around 8:20am and it was quite lively already. <br><br>Ambiance is very modern. Seating is a little cozy and close to your neighbour's so don't be surprised. Service was prompt and professional. <br><br>I ordered the salted caramel latte and it came with some beautiful art on the top --always a plus in my books. For mains we got the Fricassée and Paella. Both were bursting with flavour and hot! To satisfy our sweet tooth we had the Liège style waffles. Very good overall. <br><br>Will return again if I am in the area. Thanks.	{'funny': 0, 'useful': 0, 'cool': 0}	1/25/2020
VPqWLp9kMiZEbctCebIZUA	J-416fbC_FMQOdZuhRpktw	5	I am not a breakfast person. But if we're talking about Medina Cafe, then yes, I'm the breakfast queen. We got here as early as we could (8:30) and the wait for 5 people was an hour but the food was worth every minute we spent in line. The restaurant was lively and bustling with servers running around and baristas making coffee and lattes nonstop. When we finally got our table, we were all so torn on what to order because everything sounded amazing. And everything was amazing indeed. <br><br>We all ordered different dishes so we could try everything; I got Les Boulettes because I love spicy Morrocan lamb meatballs and it was absolutely phenomenal. Exquisitely flavored with a variety of delicious spices and perfectly grilled Focaccia to go alongside. We all finished our whole plates and got 2 waffles and canelés and that was the perfect ending to this amazing food episode.	{'funny': 3, 'useful': 2, 'cool': 3}	1/24/2020
VPqWLp9kMiZEbctCebIZUA	ocemA7D1moSOkYPuICzcAg	4	Average food. Not as great as the yelp reviews said. Paella and Salmon toast are ok. Waffle is good. London fog is ok. Maybe we have high expectations. One time experience is good enough.	{'funny': 0, 'useful': 0, 'cool': 0}	1/22/2020
VPqWLp9kMiZEbctCebIZUA	2vWhniuPHATgBsC1VOlUQg	1	Hipsters and Millennials  line up for so so trendy food at overinflated prices , a total waste of time , plenty of better places within a couple of blocks	{'funny': 0, 'useful': 0, 'cool': 0}	1/21/2020
VPqWLp9kMiZEbctCebIZUA	ZZzHCOVyi8528y4A_EAhuQ	5	"Best breakfast in Vancouver! Be sure to arrive early and line up. The line formed well before they open at 9. I recommend 8:45 I'd you want a seat when they open. <br><br>I was with a group of 3 and all of our food was delicious. We started with waffles that were super yum, I recommend the berry sauce- wow. I decided to go with the paella. I know it may be a bit much for breakfast or even brunch but it was amazing, I highly recommend it. Also, coffee ""spiked"" is the way to go, the ""spike"" comes in a vial on the side, so you can control how much spike you want. So<br>good and so yum."	{'funny': 2, 'useful': 2, 'cool': 2}	1/19/2020
